WORDPAIR	SEMANTIC	VISUAL
camisole#veil	2.75	1.75
mirror#starling	1.00	1.00
budgie#pants	1.00	1.00
hose_(tubing)#vest	1.00	1.00
banjo#boat	1.00	1.00
fan_(appliance)#racquet	1.00	1.50
grater#stereo	1.00	1.25
taxi#wagon	2.75	2.75
asparagus#onions	3.50	1.25
bureau#shelves	2.75	1.75
crown#scarf	2.00	1.00
caribou#catfish	2.00	1.00
beehive#revolver	1.00	1.00
flea#seal	1.75	1.00
dandelion#pear	1.50	1.00
cow#paintbrush	1.00	1.00
dress#umbrella	1.00	1.25
bow_(ribbon)#missile	1.00	1.00
jacket#strawberry	1.00	1.00
cage#oak	1.00	1.00
ambulance#shed	1.00	1.00
carrot#pine	1.25	1.25
pheasant#shirt	1.00	1.00
grenade#gun	4.00	1.25
hose_(leggings)#pants	4.25	4.25
camisole#football	1.00	1.00
cat#crowbar	1.00	1.00
cape#otter	1.00	1.00
apple#parka	1.00	1.00
jet#pen	1.00	1.50
bra#church	1.00	1.00
bullet#yam	1.00	1.25
muzzle#rifle	2.00	2.00
dandelion#willow	3.25	2.50
kettle#tripod	1.00	1.50
drum#raft	1.00	1.00
shovel#wand	1.25	1.75
raspberry#tangerine	3.75	2.50
banner#cloak	1.00	2.00
bus#truck	4.00	3.75
colander#tap	1.00	1.25
eggplant#rattlesnake	1.00	1.00
carrot#saxophone	1.00	1.00
barrel#cannon	1.75	2.50
bedroom#shelves	2.00	1.00
avocado#dresser	1.00	1.00
ant#cottage	1.00	1.00
bluejay#skunk	2.00	1.25
elevator#screws	1.25	1.00
elephant#tongs	1.00	1.00
bowl#bread	1.50	1.00
pipe_(plumbing)#turnip	1.00	1.00
caterpillar#tent	1.00	1.00
chicken#falcon	3.60	2.60
canary#squirrel	2.00	1.20
banjo#bike	1.00	1.00
buggy#truck	3.40	2.40
corn#whip	1.00	1.00
drapes#hamster	1.00	1.00
hoe#hook	2.20	1.00
bridge#raisin	1.00	1.00
cloak#coat	4.20	3.60
dresser#shelves	3.60	3.00
bazooka#salmon	1.00	1.00
clarinet#pineapple	1.00	1.00
celery#pumpkin	3.00	1.20
bedroom#building	3.20	2.20
camisole#iguana	1.00	1.00
blueberry#willow	1.60	1.00
cup#trolley	1.00	1.00
cauliflower#eggplant	3.20	1.20
potato#turnip	4.00	2.80
buckle#pin	2.40	1.60
birch#toad	1.00	1.00
helmet#sword	1.80	1.00
napkin#trumpet	1.00	1.00
grasshopper#peas	1.00	1.40
elephant#mackerel	1.60	1.00
mug#screwdriver	1.00	1.00
garage#umbrella	1.00	1.00
robin#strawberry	1.00	1.00
panther#pipe_(plumbing)	1.00	1.00
caterpillar#hornet	2.80	1.60
bison#dog	3.00	2.20
giraffe#grasshopper	1.80	1.00
chicken#mouse	2.00	1.00
bear#radio	1.00	1.00
cheetah#penguin	2.00	1.00
raft#walrus	1.00	1.20
blender#pan	3.00	1.20
moose#snail	1.80	1.00
bat_(animal)#stork	2.80	1.80
bench#dresser	3.00	2.40
ostrich#skillet	1.00	1.00
robin#swan	4.20	2.20
coconut#vine	1.60	1.00
grape#potato	2.80	1.60
bike#wagon	3.60	1.60
minnow#pliers	1.00	1.00
dishwasher#spear	1.00	1.00
dandelion#tank_(container)	1.00	1.00
jeep#shrimp	1.00	1.00
pony#sword	1.00	1.00
bagpipe#spider	1.00	1.60
harmonica#sled	1.00	1.60
eagle#vulture	4.40	4.00
bin_(waste)#guppy	1.00	1.00
jacket#vest	4.60	3.20
hyena#skunk	3.00	2.20
hatchet#telephone	1.20	1.20
accordion#kite	1.20	1.00
bazooka#harmonica	1.00	1.33
blender#subway	1.00	1.00
dunebuggy#helmet	1.00	1.00
grape#pear	4.50	3.00
alligator#carpet	1.00	1.00
strawberry#tomato	3.75	3.33
cabin#trolley	1.00	1.67
bag#gown	1.00	1.67
brick#wheel	1.00	1.00
trailer#unicycle	2.75	2.00
tray#wand	1.00	1.00
cathedral#sink	1.00	1.00
penguin#shrimp	1.75	1.00
nightgown#radish	1.00	1.00
ladle#potato	1.25	1.00
pan#rock	1.00	1.33
bureau#cap_(hat)	1.00	1.00
baton#motorcycle	1.00	1.00
bench#sofa	4.50	4.00
blueberry#skirt	1.00	1.00
accordion#bin_(waste)	1.00	1.00
cork#skillet	1.00	1.00
minnow#tiger	1.75	1.00
bullet#clock	1.00	1.00
mittens#shovel	1.00	1.00
caribou#falcon	2.00	1.00
budgie#trout	1.75	1.00
dog#mink_(animal)	3.25	2.33
umbrella#wrench	1.00	1.00
coyote#rat	2.25	2.33
accordion#desk	1.00	1.20
canary#pot	1.00	1.00
apartment#woodpecker	1.00	1.00
bedroom#ship	1.00	1.00
guitar#trumpet	3.80	1.20
emu#microscope	1.00	1.00
blender#van	1.00	1.00
clamp#wrench	3.40	2.00
ostrich#turnip	1.00	1.00
cello#crossbow	1.00	1.60
stereo#submarine	1.00	1.00
shield#tractor	1.00	1.00
screwdriver#tray	1.20	1.00
kite#sofa	1.00	1.00
shovel#wall	1.00	1.20
pan#trombone	1.20	1.20
bowl#lantern	1.00	1.20
chimp#mat	1.00	1.00
dish#yam	1.40	1.00
bluejay#hyena	1.80	1.00
corkscrew#machete	1.60	1.00
cucumber#worm	1.20	2.00
dunebuggy#jeep	4.40	3.80
brush#bucket	1.40	1.00
camisole#nightgown	4.40	3.00
cockroach#tricycle	1.00	1.00
cat#coat	1.00	1.00
tank_(army)#whip	1.00	1.00
bullet#mug	1.00	1.00
ambulance#salmon	1.00	1.00
clock#leopard	1.00	1.00
beaver#sink	1.00	1.00
lamb#shed	1.40	1.00
scooter#taxi	3.40	1.60
boat#bus	3.60	1.60
flute#level	1.20	1.60
typewriter#yacht	1.00	1.00
bison#pajamas	1.00	1.00
finch#sparrow	4.80	4.40
eagle#fox	2.00	1.20
canoe#rope	1.00	1.00
deer#hawk	2.00	1.20
cauliflower#panther	1.00	1.00
doll#submarine	1.00	1.00
cup#flamingo	1.00	1.00
bayonet#cake	1.00	1.00
crow#spade	1.00	1.00
pigeon#walrus	2.00	1.20
corkscrew#oak	1.00	1.40
pen#wand	1.60	2.80
mirror#turkey	1.00	1.00
basket#bin_(waste)	4.20	4.20
bazooka#stereo	1.00	1.00
bow_(weapon)#catapult	3.00	1.20
chickadee#seal	2.00	1.20
penguin#spider	1.80	1.20
calf#comb	1.00	1.00
groundhog#rat	3.00	2.80
airplane#bridge	1.20	1.40
car#gorilla	1.00	1.00
fridge#toaster	3.20	2.00
hut#nightingale	1.00	1.00
bathtub#radio	1.00	1.00
plate#stone	1.00	1.33
orange#zucchini	2.80	1.67
pineapple#tape_(scotch)	1.00	1.00
catapult#starling	1.20	1.00
eagle#shotgun	1.00	1.00
helmet#lantern	1.00	1.67
dove#pony	1.60	1.00
boat#train	3.60	1.67
bucket#truck	1.40	1.00
bungalow#cupboard	2.60	1.33
comb#dolphin	1.00	1.00
alligator#bus	1.00	1.00
canoe#door	1.00	1.00
blender#cod	1.00	1.00
catfish#crocodile	2.00	1.33
shawl#thermometer	1.40	1.00
cellar#shovel	1.00	1.00
carpet#napkin	1.20	2.33
fawn#pine	1.00	1.00
chisel#hook	2.00	2.00
cup#strainer	2.40	2.00
cap_(bottle)#lamp	1.20	1.67
screwdriver#trumpet	1.00	1.00
cannon#jar	1.00	1.33
mirror#sandals	1.00	1.00
raccoon#sardine	1.60	1.00
crown#pillow	1.20	1.20
bracelet#mittens	2.00	1.00
gorilla#skirt	1.00	1.00
fence#sandals	1.00	1.00
missile#moth	1.00	1.00
broccoli#pan	1.20	1.00
baton#violin	1.60	1.00
peg#radish	1.00	1.20
biscuit#marble	1.00	1.20
bed#fan_(appliance)	1.60	1.00
dolphin#tortoise	2.40	1.20
nightingale#pigeon	4.60	3.40
apple#clock	1.00	1.20
pen#rifle	1.00	1.80
bungalow#plate	1.00	1.00
camisole#shirt	4.40	3.40
bucket#cage	1.20	1.40
chimp#gopher	2.80	1.80
honeydew#walnut	2.40	2.20
doll#necklace	1.00	1.00
earmuffs#sofa	1.00	1.00
mouse#salamander	2.40	1.60
dunebuggy#trailer	3.00	1.80
mushroom#onions	4.00	1.80
house#platypus	1.20	1.00
fox#partridge	2.00	1.00
mole_(animal)#subway	1.40	1.00
beets#leopard	1.00	1.00
clarinet#mat	1.00	1.00
muzzle#tie	1.20	1.00
mug#umbrella	1.00	1.00
bowl#goat	1.00	1.00
gun#ship	1.00	1.20
jeans#nylons	3.40	2.20
cedar#envelope	1.00	1.00
crane_(machine)#door	1.00	1.00
ashtray#clock	1.00	1.00
corkscrew#sardine	1.00	1.00
mink_(animal)#wasp	1.80	1.40
spider#violin	1.00	1.00
apron#tie	2.40	1.40
machete#rattlesnake	1.00	1.00
mirror#sled	1.40	1.00
dove#nectarine	1.00	1.00
blender#rocket	1.00	1.40
bagpipe#sack	1.00	1.60
faucet#turnip	1.00	1.00
camisole#dress	3.60	3.80
chisel#knife	3.60	3.20
broccoli#elk	1.00	1.00
toaster#wand	1.00	1.00
catapult#submarine	1.00	1.00
apple#falcon	1.00	1.00
grasshopper#turtle	1.80	1.20
shield#thermometer	1.00	1.00
bison#stool_(furniture)	1.00	1.00
cloak#starling	1.00	1.00
emu#tortoise	2.00	1.20
lime#piano	1.00	1.00
saxophone#subway	1.00	1.00
sailboat#tank_(container)	1.80	1.40
cougar#dog	2.80	2.00
cake#coconut	1.60	1.20
giraffe#nightingale	1.80	1.20
mirror#sleigh	1.00	1.00
harpsichord#tomato	1.00	1.00
eggplant#sandals	1.00	1.00
beets#toad	1.00	1.00
cabin#pickle	1.00	1.00
apple#cabbage	3.00	1.60
cap_(hat)#curtains	1.00	1.20
grater#hut	1.00	1.00
gopher#tortoise	2.20	1.20
accordion#flute	3.40	1.40
bat_(baseball)#wand	1.20	3.20
nectarine#violin	1.00	1.00
fridge#spoon	1.40	1.00
nightgown#sardine	1.00	1.00
rooster#skillet	1.00	1.00
candle#carpet	1.00	1.00
flamingo#piano	1.00	1.00
pliers#rice	1.00	1.00
cantaloupe#lemon	3.80	2.00
cod#garlic	1.80	1.00
belt#tongs	1.00	1.00
ant#moth	3.60	1.60
bottle#hawk	1.00	1.00
ashtray#pine	1.00	1.00
seagull#walrus	2.20	1.00
mushroom#olive	3.00	1.40
cathedral#raven	1.00	1.00
ostrich#pelican	4.00	2.50
cheese#shrimp	1.25	1.00
bow_(weapon)#toad	1.00	1.00
cherry#snail	1.00	1.50
guppy#mole_(animal)	1.75	1.25
couch#faucet	1.00	1.00
pliers#rifle	1.50	1.25
otter#seal	3.25	3.75
book#fork	1.00	1.00
microscope#spider	1.00	1.00
peg#pin	3.00	2.75
mixer#plug_(electric)	2.00	1.00
drum#guitar	3.50	1.50
pen#squid	1.50	1.00
harmonica#leopard	1.00	1.00
bus#train	4.00	3.50
cap_(bottle)#whip	1.00	1.00
football#oven	1.00	1.00
cork#violin	1.00	1.00
dolphin#flea	1.75	1.00
tank_(army)#thermometer	1.00	1.00
magazine#wall	1.00	1.00
chickadee#woodpecker	4.50	3.25
crown#pyramid	1.50	1.50
blueberry#trombone	1.00	1.00
bowl#projector	1.00	1.00
canoe#raft	4.50	3.25
cap_(hat)#shack	1.00	1.00
donkey#horse	4.50	4.75
ant#iguana	2.25	1.00
hyena#squirrel	2.50	1.75
cheese#crown	1.00	1.00
garlic#thermometer	1.00	1.00
tie#violin	1.00	1.50
colander#stool_(furniture)	1.00	1.00
oak#walnut	4.25	3.25
rock#tape_(scotch)	1.00	1.00
bat_(baseball)#hook	1.00	1.00
camel#ox	3.50	2.75
grater#onions	1.75	1.00
bat_(animal)#penguin	3.25	2.00
cow#grapefruit	1.00	1.00
couch#menu	1.00	1.00
cabin#peas	1.00	1.00
elk#vest	1.00	1.00
canoe#wheelbarrow	1.50	1.75
cape#cloak	5.00	4.75
apron#pajamas	3.75	2.00
plate#train	1.00	1.00
flea#parsley	1.00	1.00
church#radio	1.00	1.00
subway#tricycle	2.75	1.00
cantaloupe#plum	4.50	1.75
budgie#taxi	1.00	1.00
tap#thimble	1.00	1.00
crab#leopard	2.25	1.00
lantern#sandals	1.00	1.00
football#shield	1.00	1.25
key#piano	1.50	1.00
finch#starling	4.60	3.40
crane_(machine)#pot	1.00	1.00
bouquet#platypus	1.00	1.00
helicopter#ship	3.20	1.40
screws#tack	4.20	3.80
pants#subway	1.00	1.00
cockroach#shrimp	1.80	1.60
robin#sparrow	4.40	4.60
gown#vest	3.80	2.40
mouse_(computer)#rifle	1.00	1.00
falcon#parsley	1.00	1.00
cedar#housefly	1.00	1.00
hammer#pencil	1.40	1.00
harmonica#hut	1.00	1.00
helmet#tomato	1.00	1.40
bomb#faucet	1.00	1.00
dove#pigeon	4.60	4.60
freezer#sledgehammer	1.00	1.00
banana#cape	1.00	1.00
pepper#trousers	1.00	1.20
menu#sofa	1.00	1.00
bagpipe#moose	1.00	1.00
car#wheel	2.80	1.60
cucumber#toad	1.00	1.20
cod#snail	1.60	1.00
grape#orange	3.80	2.20
spear#telephone	1.00	1.00
lantern#sack	1.00	1.00
cheese#limousine	1.00	1.00
colander#mixer	3.00	1.80
flea#spade	1.00	1.00
cod#tortoise	1.80	1.20
earmuffs#tent	1.00	1.00
canoe#motorcycle	3.00	1.00
eel#hose_(leggings)	1.00	1.80
buggy#parka	1.00	1.00
bomb#tap	1.00	1.00
pan#trumpet	1.00	1.60
crow#desk	1.00	1.00
banner#bull	1.00	1.00
keyboard_(musical)#thermometer	1.00	1.20
camel#ruler	1.00	1.00
boots#dandelion	1.00	1.00
elephant#squid	1.60	1.20
bow_(ribbon)#bungalow	1.00	1.00
clarinet#key	1.60	1.20
cheese#gown	1.00	1.00
chicken#turkey	4.80	4.40
cabbage#tomato	3.60	2.00
housefly#platypus	1.60	1.00
rooster#tuba	1.00	1.00
clock#telephone	1.60	1.40
buzzard#lion	1.60	1.00
bluejay#falcon	4.00	3.00
calf#catfish	1.60	1.00
harmonica#shack	1.00	1.00
mouse_(computer)#stereo	1.60	1.00
tiger#walrus	2.40	1.20
cat#piano	1.00	1.00
candle#partridge	1.00	1.00
lemon#turkey	1.20	1.00
basket#bucket	4.00	4.20
ball#pants	1.00	1.00
garlic#kite	1.00	1.00
apron#robin	1.00	1.00
cork#rope	1.20	1.20
cranberry#raisin	4.40	3.80
ashtray#beetle	1.00	1.00
bat_(baseball)#baton	2.80	4.00
dishwasher#tiger	1.00	1.00
partridge#veil	1.20	1.00
blouse#coat	3.40	2.60
python#rat	3.00	1.20
broccoli#drum	1.00	1.00
crow#mink_(coat)	1.00	1.20
bridge#deer	1.00	1.20
apartment#building	3.80	4.00
magazine#rooster	1.00	1.00
microwave#telephone	1.80	1.20
canoe#piano	1.00	1.20
accordion#shotgun	1.00	1.00
cat#skunk	3.00	2.80
calf#submarine	1.00	1.00
platypus#swan	2.40	1.20
bathtub#pan	1.40	2.20
hatchet#rhubarb	1.00	1.00
spade#yacht	1.00	1.00
bed#hammer	1.00	1.00
avocado#mandarin	2.80	2.60
cup#pyramid	1.00	1.40
couch#cupboard	1.40	1.00
cello#tie	1.00	1.00
bracelet#tray	1.00	1.00
ox#raven	1.80	1.00
curtains#shield	1.80	1.40
grenade#minnow	1.00	1.00
bin_(waste)#wagon	1.40	1.40
calf#pony	3.40	2.80
cape#rope	1.00	1.20
belt#muzzle	1.20	1.00
raccoon#whale	1.80	1.00
fridge#helmet	1.00	1.00
bucket#toilet	2.20	2.20
envelope#pepper	1.00	1.00
emu#mixer	1.00	1.00
shovel#tack	1.20	1.20
budgie#pine	1.00	1.00
elevator#helicopter	2.20	1.00
giraffe#sardine	1.60	1.00
robin#violin	1.00	1.00
butterfly#cage	1.00	1.00
elephant#shrimp	1.60	1.00
magazine#owl	1.00	1.00
garage#tank_(army)	1.80	1.00
parsley#peas	2.80	1.80
lemon#octopus	1.00	1.00
beets#radish	4.20	3.60
cake#rice	2.80	1.00
pigeon#turkey	4.00	2.60
budgie#goose	2.75	2.50
celery#potato	3.00	1.50
calf#rifle	1.00	1.00
mat#slippers	1.00	1.00
banner#umbrella	1.25	1.50
ambulance#scooter	2.00	1.25
bow_(weapon)#trombone	1.00	1.25
biscuit#bread	4.75	3.50
blackbird#taxi	1.00	1.00
barn#fridge	1.50	1.00
clarinet#trumpet	4.50	3.25
pliers#tongs	3.00	4.00
crow#pen	1.00	1.00
cathedral#trolley	1.00	1.00
elephant#ostrich	2.50	1.50
pelican#whale	2.00	1.00
bedroom#house	3.25	2.50
garlic#pepper	3.50	2.75
beaver#drill	1.25	1.00
eggplant#olive	2.75	2.25
buzzard#seagull	4.00	3.50
beets#vine	1.75	1.50
chandelier#honeydew	1.00	1.00
bra#tray	1.25	1.25
bouquet#bucket	1.00	1.25
microscope#seal	1.00	1.00
cougar#stool_(furniture)	1.00	1.25
bureau#tuba	1.00	1.00
stove#turtle	1.00	1.00
missile#rocket	4.75	5.00
canary#train	1.00	1.00
barrel#nectarine	1.00	1.00
harmonica#olive	1.00	1.00
flea#sheep	2.00	1.40
jeep#trailer	3.60	2.40
thermometer#tractor	1.00	1.00
building#comb	1.00	1.00
tap#tomahawk	1.20	1.00
cage#tank_(container)	2.60	1.80
rooster#shovel	1.00	1.00
celery#jet	1.00	1.00
dove#platypus	1.60	1.20
pliers#rocket	1.00	1.00
bridge#fence	1.60	1.40
pickle#stone	1.00	1.20
apartment#hook	1.00	1.00
broom#subway	1.00	1.00
hamster#seal	1.60	1.20
bolts#dunebuggy	1.80	1.00
baton#knife	2.20	1.80
curtains#pajamas	1.60	1.60
buckle#radio	1.00	1.00
drill#wagon	1.20	1.00
chipmunk#owl	2.00	1.40
bucket#worm	1.00	1.00
honeydew#tangerine	3.80	2.40
cabbage#onions	3.80	2.40
flamingo#goose	4.00	3.20
book#brick	1.00	1.60
key#ruler	1.20	1.00
harmonica#saxophone	4.40	1.60
bedroom#horse	1.00	1.00
cathedral#sack	1.00	1.00
fox#skunk	3.20	2.60
ambulance#unicycle	1.80	1.20
anchor#flamingo	1.00	1.00
strainer#trolley	1.00	1.00
dagger#sword	4.80	4.60
bin_(waste)#oven	1.20	1.40
bluejay#duck	4.00	2.40
bucket#sardine	1.00	1.00
coconut#strawberry	2.80	1.40
honeydew#parka	1.00	1.00
penguin#racquet	1.00	1.00
avocado#willow	1.60	1.00
barrel#squid	1.00	1.40
rooster#vulture	3.60	2.40
guitar#typewriter	1.60	1.00
blouse#tripod	1.00	1.00
oriole#pheasant	4.00	2.20
pumpkin#tangerine	2.60	2.40
dandelion#guppy	1.00	1.00
lobster#razor	1.00	1.00
cabin#shield	1.40	1.00
banner#harpsichord	1.00	1.00
tractor#trailer	3.20	2.80
cork#knife	1.80	1.00
bear#caribou	3.40	2.40
mushroom#tricycle	1.00	1.00
canary#grasshopper	1.80	1.00
cucumber#nightingale	1.00	1.00
broom#elk	1.00	1.00
mug#rocker	1.00	1.00
bow_(ribbon)#mixer	1.00	1.00
crowbar#wand	1.40	2.40
ladle#pear	1.00	1.00
cello#sled	1.00	1.60
grapefruit#raisin	3.60	1.80
bow_(weapon)#tomahawk	2.80	1.40
pumpkin#sparrow	1.00	1.00
comb#crow	1.00	1.00
seal#walrus	4.60	4.20
beehive#cheese	1.00	1.00
book#house	1.40	1.20
rabbit#scarf	1.00	1.20
basket#hose_(tubing)	1.00	1.00
pot#trolley	1.00	1.00
plug_(electric)#razor	1.40	1.00
nylons#sweater	3.20	1.60
flute#rocket	1.00	2.00
bra#raspberry	1.00	1.00
couch#thimble	1.20	1.00
chimp#screws	1.00	1.00
rattlesnake#yam	1.00	1.00
bathtub#cork	1.00	1.00
chicken#toad	1.80	1.20
elevator#missile	1.20	1.00
flea#spider	3.80	2.80
baton#pen	1.60	2.60
shotgun#wall	1.00	1.00
lantern#radio	1.00	1.20
broccoli#hose_(tubing)	1.00	1.00
jet#scooter	2.20	1.40
gun#shotgun	4.80	5.00
bra#salmon	1.00	1.00
bracelet#seagull	1.00	1.00
basket#shoes	1.60	1.20
accordion#cottage	1.00	1.00
barn#salamander	1.00	1.00
mole_(animal)#whale	1.80	1.20
cello#fence	1.00	1.00
camel#frog	1.60	1.20
bowl#bus	1.00	1.00
canary#shrimp	1.60	1.20
barrel#cage	1.60	1.40
cedar#deer	1.00	1.00
cork#mouse_(computer)	1.00	1.00
spinach#turnip	3.20	1.20
bullet#shirt	1.00	1.00
microscope#pan	1.00	1.00
garage#plate	1.00	1.00
onions#pickle	3.20	1.40
bat_(animal)#pumpkin	1.00	1.00
crayon#moose	1.00	1.00
microwave#stove	4.20	2.00
inn#pajamas	1.00	1.00
fork#magazine	1.00	1.00
hornet#mixer	1.20	1.00
bow_(ribbon)#squid	1.00	1.00
mittens#unicycle	1.00	1.00
church#grater	1.00	1.00
apron#bow_(ribbon)	1.75	1.75
kite#shack	1.00	1.00
cellar#pants	1.25	1.00
basket#cloak	1.00	1.00
cake#radish	2.00	1.00
barn#truck	1.25	1.00
nylons#spider	1.00	1.00
grape#python	1.00	1.00
birch#squid	1.00	1.00
banner#buzzard	1.00	1.00
camel#rattlesnake	2.00	1.00
harpsichord#mirror	1.25	1.00
eel#shield	1.00	1.00
pear#pine	1.75	1.50
bra#sack	1.75	1.75
cup#ladle	3.50	3.00
accordion#telephone	1.00	1.50
mushroom#salamander	1.00	1.00
ashtray#dagger	1.50	1.00
building#house	4.25	4.75
cow#moth	1.75	1.00
bluejay#stork	4.00	2.50
cucumber#plum	2.50	1.25
axe#machete	4.25	3.25
nectarine#spatula	1.00	1.00
hamster#pig	3.00	2.50
ant#horse	2.25	1.50
crocodile#pumpkin	1.00	1.00
subway#trolley	4.25	3.25
mat#sandals	1.00	1.00
cantaloupe#coconut	3.40	3.40
axe#penguin	1.00	1.00
alligator#cabin	1.00	1.00
sheep#yacht	1.00	1.00
crossbow#pigeon	1.00	1.00
flamingo#spider	1.80	1.00
elk#tent	1.00	1.00
book#curtains	1.00	1.00
drapes#pen	1.00	1.00
carpet#cloak	1.60	1.80
nightingale#peacock	3.80	2.00
bolts#bucket	1.20	1.00
garlic#mushroom	2.80	2.60
fawn#football	1.00	1.00
budgie#kite	2.60	1.20
corn#moth	1.00	1.00
camel#mackerel	1.80	1.00
chair#nightgown	1.00	1.00
canary#owl	4.00	2.40
cork#lettuce	1.00	1.00
armour#dog	1.00	1.00
caribou#whale	1.80	1.00
crown#platypus	1.00	1.00
parka#robe	3.80	3.40
shed#wagon	1.60	1.40
banner#vine	1.00	1.00
camisole#peg	1.00	1.00
chandelier#lamp	4.40	3.40
cauliflower#guppy	1.00	1.00
curtains#scissors	1.20	1.00
magazine#mug	1.00	1.00
cellar#chair	1.00	1.00
peas#yam	2.60	1.00
cheese#grater	3.40	1.40
beehive#razor	1.00	1.00
subway#toaster	1.00	1.20
bagpipe#garlic	1.00	1.60
blackbird#giraffe	2.00	1.00
gopher#trout	1.80	1.00
caribou#cathedral	1.00	1.00
bra#snail	1.00	1.00
buzzard#crab	1.80	1.00
grenade#stove	1.00	1.00
book#drapes	1.00	1.20
cranberry#goose	1.00	1.00
pier#shelves	1.20	1.60
paintbrush#rake	1.60	2.20
peacock#seagull	3.40	2.40
ashtray#desk	1.80	1.00
barrel#salmon	1.00	1.00
bowl#veil	1.00	1.00
nightgown#octopus	1.00	1.20
frog#tuna	2.20	1.00
guppy#tangerine	1.00	1.00
bow_(ribbon)#typewriter	1.20	1.00
pen#tiger	1.20	1.00
deer#skillet	1.00	1.00
falcon#stork	4.20	2.60
fork#moth	1.00	1.00
elk#moose	4.60	4.40
crow#tongs	1.00	1.00
brick#grenade	1.20	1.40
lemon#nectarine	4.00	2.60
nightgown#vest	3.00	1.60
comb#crocodile	1.00	1.00
stool_(furniture)#tack	1.80	1.20
chandelier#shed	1.00	1.00
church#salmon	1.00	1.00
helmet#shoes	1.40	1.00
asparagus#owl	1.00	1.00
gown#pajamas	4.00	2.20
bag#napkin	1.40	1.60
accordion#clarinet	3.60	1.00
bullet#marble	1.00	2.20
chisel#hatchet	4.00	2.60
cabbage#drill	1.00	1.00
camisole#hose_(tubing)	1.00	1.00
bed#pin	1.00	1.00
cranberry#pear	3.80	1.80
chair#wheelbarrow	1.20	1.20
banner#pyramid	1.00	1.00
bread#lime	1.80	1.00
cod#pipe_(plumbing)	1.00	1.00
machete#raven	1.00	1.00
drapes#motorcycle	1.00	1.00
barrel#sweater	1.00	1.00
bungalow#wand	1.00	1.00
saxophone#stone	1.00	1.00
cathedral#rocket	1.00	1.25
cucumber#snail	1.00	1.00
biscuit#spoon	1.00	1.00
drapes#scissors	1.00	1.00
spear#wand	2.00	3.50
robe#swimsuit	2.75	1.50
clock#tack	1.00	1.00
cellar#table	1.00	1.00
leopard#veil	1.00	1.00
bazooka#wheel	1.00	1.00
ladle#thermometer	1.00	1.50
canary#pine	1.00	1.00
box#envelope	2.25	1.50
axe#deer	1.00	1.00
basket#budgie	1.00	1.00
dress#skirt	4.50	4.25
clamp#screws	2.50	1.75
cougar#mackerel	2.25	1.00
earmuffs#thimble	1.00	1.00
airplane#shawl	1.00	1.00
shrimp#walrus	2.75	1.50
cap_(bottle)#sack	1.00	1.00
chain#raccoon	1.00	1.00
pig#sword	1.00	1.00
bridge#bull	1.00	1.00
cap_(hat)#pin	1.25	1.00
banana#projector	1.00	1.00
crab#lobster	4.25	4.00
mittens#pipe_(plumbing)	1.00	1.00
goat#telephone	1.00	1.00
olive#raspberry	3.20	2.40
celery#violin	1.00	1.00
cheetah#magazine	1.00	1.00
beans#vine	2.00	1.40
bison#cougar	3.00	1.80
canoe#ship	4.20	3.00
mackerel#starling	1.80	1.00
hoe#wand	1.20	1.80
jacket#revolver	1.20	1.00
mixer#scooter	1.00	1.00
spade#turnip	1.20	1.00
cello#saddle	1.00	1.00
blouse#hose_(tubing)	1.40	1.20
hornet#wasp	4.80	4.80
ladle#rattlesnake	1.00	1.00
shovel#tongs	2.80	1.40
flamingo#mandarin	1.00	1.00
deer#unicycle	1.00	1.00
falcon#garlic	1.00	1.00
oak#willow	4.40	4.00
apple#lemon	3.80	2.80
coat#dress	3.80	3.80
cart#tricycle	3.40	2.20
doll#lantern	1.00	1.00
bed#crane_(machine)	1.00	1.00
sheep#strainer	1.00	1.00
door#grapefruit	1.00	1.00
banner#keyboard_(musical)	1.00	1.00
penguin#rifle	1.00	1.00
honeydew#kite	1.00	1.00
coconut#oak	2.00	1.40
eel#strainer	1.00	1.00
tricycle#wagon	2.80	1.80
armour#partridge	1.00	1.00
ball#sandals	1.00	1.00
cannon#cherry	1.00	1.00
hare#toilet	1.00	1.00
banana#grapefruit	4.00	1.40
football#grenade	1.00	1.80
beetle#bread	1.00	1.00
chapel#sink	1.00	1.00
coat#goose	1.00	1.00
lamb#slippers	1.00	1.20
colander#tank_(container)	1.80	1.20
freezer#magazine	1.00	1.00
cantaloupe#sparrow	1.00	1.00
caribou#fox	3.20	1.80
eggplant#vine	2.60	1.40
crab#starling	1.60	1.20
dolphin#sheep	1.80	1.20
hornet#whale	1.60	1.20
spade#tap	1.20	1.00
mole_(animal)#parsley	1.00	1.00
guppy#rocket	1.00	1.00
barn#kite	1.00	1.00
buckle#plate	1.00	1.00
beaver#penguin	2.00	1.20
mushroom#zucchini	3.60	1.60
goat#turtle	1.80	1.20
elephant#stick	1.00	1.00
cod#trout	4.50	4.25
kettle#spatula	2.50	1.00
beehive#seagull	1.25	1.00
cheetah#chicken	1.50	1.00
lantern#piano	1.00	1.00
crow#rake	1.00	1.00
apple#duck	1.00	1.00
napkin#rooster	1.00	1.00
brush#wand	1.50	2.00
lion#pig	2.75	2.00
gopher#horse	2.25	1.25
ant#minnow	1.50	1.00
buffalo#mackerel	1.50	1.00
peas#sink	1.00	1.00
paintbrush#sofa	1.00	1.00
elk#fawn	3.25	2.50
pants#trousers	5.00	5.00
