Concept,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax
apartment,found_in_high-rises,location,s,l,encyclopaedic,5,16,5,1,D,1.000,1.000,0,0,19,@,98,4.58,1948,7.57,7.80,9,8,3,593.42,309.09,0,18,17,12,70.6,0.671,0.688,101.60,4,40,1,0,8,0,0,0,0,0,8,1
apartment,has_elevators,associated_entity,s,e,encyclopaedic,5,16,20,2,D,0.500,0.250,0,0,13,@,98,4.58,1948,7.57,7.80,9,8,3,593.42,309.09,0,18,17,12,70.6,0.671,0.688,101.60,4,40,1,0,8,0,0,0,0,0,8,1
apartment,has_windows,external_component,e,ce,visual-form_and_surface,5,16,76,9,ND,0.111,0.066,41.14,41.14,11,@,98,4.58,1948,7.57,7.80,9,8,3,593.42,309.09,0,18,17,12,70.6,0.671,0.688,101.60,4,40,1,0,8,0,0,0,0,0,8,1
apple,is_red,external_surface_property,e,se,visual-colour,26,1,382,26,ND,0.038,0.068,31.7,18.16,6,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,a_fruit,superordinate,c,h,taxonomic,24,2,,29,ND,0.034,,297.36,0,7,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,grows_on_trees,origin,s,or,encyclopaedic,20,3,223,19,ND,0.053,0.090,139.29,89.2,14,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,is_green,external_surface_property,e,se,visual-colour,17,4,834,47,ND,0.021,0.020,28.16,28.16,8,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,eaten_in_pies,function,s,f,function,11,5,69,5,ND,0.200,0.159,23.39,14.81,13,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,is_crunchy,internal_surface_property,e,si,tactile,11,5,120,11,ND,0.091,0.092,24.32,24.32,10,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,has_seeds,internal_component,e,ci,visual-form_and_surface,10,7,251,21,ND,0.048,0.040,122.08,93.34,9,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,is_juicy,internal_surface_property,e,si,tactile,10,7,230,21,ND,0.048,0.043,240.01,171.46,8,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,tastes_sweet,internal_surface_property,e,si,taste,10,7,320,24,ND,0.042,0.031,209.65,146.39,12,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,is_round,external_surface_property,e,se,visual-form_and_surface,8,10,823,76,ND,0.013,0.010,39.81,29.42,8,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,is_delicious,internal_surface_property,e,si,taste,7,11,13,2,D,0.500,0.538,0,0,12,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,is_nutritious,systemic_property,e,sys,encyclopaedic,7,11,115,15,ND,0.067,0.061,32.08,32.08,13,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,is_yellow,external_surface_property,e,se,visual-colour,7,11,345,27,ND,0.037,0.020,23.19,14.61,9,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,has_a_core,internal_component,e,ci,visual-form_and_surface,6,14,12,2,D,0.500,0.500,0,0,10,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,has_skin,external_component,e,ce,visual-form_and_surface,6,14,131,16,ND,0.063,0.046,129,98.66,8,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,tastes_sour,internal_surface_property,e,si,taste,6,14,85,8,ND,0.125,0.071,47.22,31.93,11,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,used_for_cider,function,s,f,function,6,14,6,1,D,1.000,1.000,0,0,14,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,eg_-_granny_smith,subordinate,c,l,taxonomic,5,18,,1,D,1.000,,0,0,17,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apple,is_worm_infested,associated_entity,s,e,encyclopaedic,5,18,5,1,D,1.000,1.000,0,0,16,&,15,2.71,3512,8.16,8.30,5,3,2,564.29,54.68,2,19,17,4,23.5,0.226,0.223,396.27,21,27,2,0,4,3,0,3,0,2,3,2
apron,used_for_cooking,function,s,f,function,21,1,232,13,ND,0.077,0.091,0,0,16,eI,8,2.08,573,6.35,4.75,5,5,2,161.65,10.17,0,13,13,4,30.8,0.352,0.330,26.39,2,6,8,0,4,0,0,0,0,0,1,0
apron,worn_for_protection,function,s,f,function,16,2,118,8,ND,0.125,0.136,0,0,19,eI,8,2.08,573,6.35,4.75,5,5,2,161.65,10.17,0,13,13,4,30.8,0.352,0.330,26.39,2,6,8,0,4,0,0,0,0,0,1,0
apron,made_of_cloth,made_of,e,m,visual-form_and_surface,11,3,33,4,ND,0.250,0.333,15.78,15.78,13,eI,8,2.08,573,6.35,4.75,5,5,2,161.65,10.17,0,13,13,4,30.8,0.352,0.330,26.39,2,6,8,0,4,0,0,0,0,0,1,0
apron,has_strings,external_component,e,ce,visual-form_and_surface,10,4,173,9,ND,0.111,0.058,0,0,11,eI,8,2.08,573,6.35,4.75,5,5,2,161.65,10.17,0,13,13,4,30.8,0.352,0.330,26.39,2,6,8,0,4,0,0,0,0,0,1,0
apron,worn_for_covering_clothes,function,s,f,function,10,4,10,1,D,1.000,1.000,0,0,25,eI,8,2.08,573,6.35,4.75,5,5,2,161.65,10.17,0,13,13,4,30.8,0.352,0.330,26.39,2,6,8,0,4,0,0,0,0,0,1,0
apron,worn_in_kitchens,location,s,l,encyclopaedic,10,4,10,1,D,1.000,1.000,0,0,16,eI,8,2.08,573,6.35,4.75,5,5,2,161.65,10.17,0,13,13,4,30.8,0.352,0.330,26.39,2,6,8,0,4,0,0,0,0,0,1,0
apron,worn_around_neck,function,s,f,function,7,7,85,6,ND,0.167,0.082,0,0,16,eI,8,2.08,573,6.35,4.75,5,5,2,161.65,10.17,0,13,13,4,30.8,0.352,0.330,26.39,2,6,8,0,4,0,0,0,0,0,1,0
apron,made_of_cotton,made_of,e,m,visual-form_and_surface,6,8,88,12,ND,0.083,0.068,10.61,10.61,14,eI,8,2.08,573,6.35,4.75,5,5,2,161.65,10.17,0,13,13,4,30.8,0.352,0.330,26.39,2,6,8,0,4,0,0,0,0,0,1,0
apron,worn_around_waist,function,s,f,function,6,8,15,2,D,0.500,0.400,0,0,17,eI,8,2.08,573,6.35,4.75,5,5,2,161.65,10.17,0,13,13,4,30.8,0.352,0.330,26.39,2,6,8,0,4,0,0,0,0,0,1,0
apron,is_long,external_surface_property,e,se,visual-form_and_surface,5,10,844,81,ND,0.012,0.006,0,0,7,eI,8,2.08,573,6.35,4.75,5,5,2,161.65,10.17,0,13,13,4,30.8,0.352,0.330,26.39,2,6,8,0,4,0,0,0,0,0,1,0
apron,used_for_cleaning,function,s,f,function,5,10,52,5,ND,0.200,0.096,15.78,15.78,17,eI,8,2.08,573,6.35,4.75,5,5,2,161.65,10.17,0,13,13,4,30.8,0.352,0.330,26.39,2,6,8,0,4,0,0,0,0,0,1,0
apron,worn_by_cooks,participant,s,p,function,5,10,5,1,D,1.000,1.000,0,0,13,eI,8,2.08,573,6.35,4.75,5,5,2,161.65,10.17,0,13,13,4,30.8,0.352,0.330,26.39,2,6,8,0,4,0,0,0,0,0,1,0
apron,worn_by_women,participant,s,p,function,5,10,232,18,ND,0.056,0.022,10.61,10.61,13,eI,8,2.08,573,6.35,4.75,5,5,2,161.65,10.17,0,13,13,4,30.8,0.352,0.330,26.39,2,6,8,0,4,0,0,0,0,0,1,0
armour,worn_for_protection,function,s,f,function,27,1,118,8,ND,0.125,0.229,29.15,29.15,19,A:,2,0.69,897,6.80,2.45,6,4,2,523.75,155.26,2,11,11,3,27.3,0.378,0.387,53.89,5,18,4,0,2,1,0,0,0,1,3,0
armour,made_of_metal,made_of,e,m,visual-form_and_surface,24,2,1472,133,ND,0.008,0.016,9.25,9.25,13,A:,2,0.69,897,6.80,2.45,6,4,2,523.75,155.26,2,11,11,3,27.3,0.378,0.387,53.89,5,18,4,0,2,1,0,0,0,1,3,0
armour,worn_by_knights,participant,s,p,function,22,3,22,1,D,1.000,1.000,0,0,15,A:,2,0.69,897,6.80,2.45,6,4,2,523.75,155.26,2,11,11,3,27.3,0.378,0.387,53.89,5,18,4,0,2,1,0,0,0,1,3,0
armour,is_heavy,systemic_property,e,sys,tactile,12,4,253,27,ND,0.037,0.047,0,0,8,A:,2,0.69,897,6.80,2.45,6,4,2,523.75,155.26,2,11,11,3,27.3,0.378,0.387,53.89,5,18,4,0,2,1,0,0,0,1,3,0
armour,is_medieval,time,s,t,encyclopaedic,12,4,26,3,ND,0.333,0.462,34.83,34.83,11,A:,2,0.69,897,6.80,2.45,6,4,2,523.75,155.26,2,11,11,3,27.3,0.378,0.387,53.89,5,18,4,0,2,1,0,0,0,1,3,0
armour,is_shiny,external_surface_property,e,se,visual-form_and_surface,8,6,106,15,ND,0.067,0.075,0,0,8,A:,2,0.69,897,6.80,2.45,6,4,2,523.75,155.26,2,11,11,3,27.3,0.378,0.387,53.89,5,18,4,0,2,1,0,0,0,1,3,0
armour,is_silver,external_surface_property,e,se,visual-colour,7,7,56,8,ND,0.125,0.125,25.6,25.6,9,A:,2,0.69,897,6.80,2.45,6,4,2,523.75,155.26,2,11,11,3,27.3,0.378,0.387,53.89,5,18,4,0,2,1,0,0,0,1,3,0
armour,is_strong,systemic_property,e,sys,encyclopaedic,5,8,73,8,ND,0.125,0.068,0,0,9,A:,2,0.69,897,6.80,2.45,6,4,2,523.75,155.26,2,11,11,3,27.3,0.378,0.387,53.89,5,18,4,0,2,1,0,0,0,1,3,0
armour,used_for_covering_body,function,s,f,function,5,8,5,1,D,1.000,1.000,0,0,22,A:,2,0.69,897,6.80,2.45,6,4,2,523.75,155.26,2,11,11,3,27.3,0.378,0.387,53.89,5,18,4,0,2,1,0,0,0,1,3,0
armour,used_long_ago,time,s,t,encyclopaedic,5,8,21,3,ND,0.333,0.238,8.95,8.95,13,A:,2,0.69,897,6.80,2.45,6,4,2,523.75,155.26,2,11,11,3,27.3,0.378,0.387,53.89,5,18,4,0,2,1,0,0,0,1,3,0
armour,worn_for_fighting,function,s,f,function,5,8,5,1,D,1.000,1.000,0,0,17,A:,2,0.69,897,6.80,2.45,6,4,2,523.75,155.26,2,11,11,3,27.3,0.378,0.387,53.89,5,18,4,0,2,1,0,0,0,1,3,0
ashtray,used_for_ashes,function,s,f,function,19,1,42,2,D,0.500,0.452,0,0,14,&,1,0.00,324,5.78,5.60,7,5,2,325.76,38.62,0,11,11,5,45.5,0.442,0.436,0.00,0,0,4,0,5,0,0,0,1,0,1,0
ashtray,made_of_glass,made_of,e,m,visual-form_and_surface,13,2,171,14,ND,0.071,0.076,0,0,13,&,1,0.00,324,5.78,5.60,7,5,2,325.76,38.62,0,11,11,5,45.5,0.442,0.436,0.00,0,0,4,0,5,0,0,0,1,0,1,0
ashtray,used_for_cigarettes,function,s,f,function,12,3,12,1,D,1.000,1.000,0,0,19,&,1,0.00,324,5.78,5.60,7,5,2,325.76,38.62,0,11,11,5,45.5,0.442,0.436,0.00,0,0,4,0,5,0,0,0,1,0,1,0
ashtray,has_holders,external_component,e,ce,visual-form_and_surface,11,4,11,1,D,1.000,1.000,0,0,11,&,1,0.00,324,5.78,5.60,7,5,2,325.76,38.62,0,11,11,5,45.5,0.442,0.436,0.00,0,0,4,0,5,0,0,0,1,0,1,0
ashtray,is_dirty,external_surface_property,e,se,visual-form_and_surface,9,5,83,10,ND,0.100,0.108,0,0,8,&,1,0.00,324,5.78,5.60,7,5,2,325.76,38.62,0,11,11,5,45.5,0.442,0.436,0.00,0,0,4,0,5,0,0,0,1,0,1,0
ashtray,is_smelly,external_surface_property,e,se,smell,9,5,142,16,ND,0.063,0.063,0,0,9,&,1,0.00,324,5.78,5.60,7,5,2,325.76,38.62,0,11,11,5,45.5,0.442,0.436,0.00,0,0,4,0,5,0,0,0,1,0,1,0
ashtray,used_by_smokers,participant,s,p,function,9,5,9,1,D,1.000,1.000,0,0,15,&,1,0.00,324,5.78,5.60,7,5,2,325.76,38.62,0,11,11,5,45.5,0.442,0.436,0.00,0,0,4,0,5,0,0,0,1,0,1,0
ashtray,is_round,external_surface_property,e,se,visual-form_and_surface,8,8,823,76,ND,0.013,0.010,0,0,8,&,1,0.00,324,5.78,5.60,7,5,2,325.76,38.62,0,11,11,5,45.5,0.442,0.436,0.00,0,0,4,0,5,0,0,0,1,0,1,0
ashtray,found_in_houses,location,s,l,encyclopaedic,6,9,83,11,ND,0.091,0.072,0,0,15,&,1,0.00,324,5.78,5.60,7,5,2,325.76,38.62,0,11,11,5,45.5,0.442,0.436,0.00,0,0,4,0,5,0,0,0,1,0,1,0
ashtray,made_of_plastic,made_of,e,m,visual-form_and_surface,6,9,446,51,ND,0.020,0.013,0,0,15,&,1,0.00,324,5.78,5.60,7,5,2,325.76,38.62,0,11,11,5,45.5,0.442,0.436,0.00,0,0,4,0,5,0,0,0,1,0,1,0
ashtray,used_for_butts,function,s,f,function,6,9,6,1,D,1.000,1.000,0,0,14,&,1,0.00,324,5.78,5.60,7,5,2,325.76,38.62,0,11,11,5,45.5,0.442,0.436,0.00,0,0,4,0,5,0,0,0,1,0,1,0
asparagus,a_vegetable,superordinate,c,h,taxonomic,26,1,,28,ND,0.036,,183.67,0,11,@,1,0.00,116,4.75,5.85,9,9,4,221.07,22.18,0,9,8,0,0.0,0.129,0.113,171.40,15,54,3,0,1,1,0,1,0,0,2,1
asparagus,is_green,external_surface_property,e,se,visual-colour,25,2,834,47,ND,0.021,0.030,74.83,51.42,8,@,1,0.00,116,4.75,5.85,9,9,4,221.07,22.18,0,9,8,0,0.0,0.129,0.113,171.40,15,54,3,0,1,1,0,1,0,0,2,1
asparagus,is_long,external_surface_property,e,se,visual-form_and_surface,14,3,844,81,ND,0.012,0.017,0,0,7,@,1,0.00,116,4.75,5.85,9,9,4,221.07,22.18,0,9,8,0,0.0,0.129,0.113,171.40,15,54,3,0,1,1,0,1,0,0,2,1
asparagus,is_edible,function,s,f,function,12,4,890,78,ND,0.013,0.013,37.29,25.56,9,@,1,0.00,116,4.75,5.85,9,9,4,221.07,22.18,0,9,8,0,0.0,0.129,0.113,171.40,15,54,3,0,1,1,0,1,0,0,2,1
asparagus,grows_in_gardens,location,s,l,encyclopaedic,11,5,144,18,ND,0.056,0.076,133.18,72.65,16,@,1,0.00,116,4.75,5.85,9,9,4,221.07,22.18,0,9,8,0,0.0,0.129,0.113,171.40,15,54,3,0,1,1,0,1,0,0,2,1
asparagus,is_healthy,systemic_property,e,sys,encyclopaedic,7,6,24,3,ND,0.333,0.292,51.17,43.57,10,@,1,0.00,116,4.75,5.85,9,9,4,221.07,22.18,0,9,8,0,0.0,0.129,0.113,171.40,15,54,3,0,1,1,0,1,0,0,2,1
asparagus,eaten_by_cooking,action,s,a,function,5,7,100,15,ND,0.067,0.050,123.87,71.58,16,@,1,0.00,116,4.75,5.85,9,9,4,221.07,22.18,0,9,8,0,0.0,0.129,0.113,171.40,15,54,3,0,1,1,0,1,0,0,2,1
asparagus,eaten_in_soups,function,s,f,function,5,7,29,5,ND,0.200,0.172,78.87,57.72,14,@,1,0.00,116,4.75,5.85,9,9,4,221.07,22.18,0,9,8,0,0.0,0.129,0.113,171.40,15,54,3,0,1,1,0,1,0,0,2,1
asparagus,tastes_bad,internal_surface_property,e,si,taste,5,7,20,3,ND,0.333,0.250,27.26,20.3,10,@,1,0.00,116,4.75,5.85,9,9,4,221.07,22.18,0,9,8,0,0.0,0.129,0.113,171.40,15,54,3,0,1,1,0,1,0,0,2,1
avocado,is_green,external_surface_property,e,se,visual-colour,19,1,834,47,ND,0.021,0.023,30.51,7.1,8,&,16,2.77,130,4.87,3.70,7,7,4,148.24,7.69,0,10,8,3,37.5,0.331,0.332,31.59,2,20,2,0,2,1,0,1,0,1,1,2
avocado,a_fruit,superordinate,c,h,taxonomic,17,2,,29,ND,0.034,,41.94,0,7,&,16,2.77,130,4.87,3.70,7,7,4,148.24,7.69,0,10,8,3,37.5,0.331,0.332,31.59,2,20,2,0,2,1,0,1,0,1,1,2
avocado,is_edible,function,s,f,function,11,3,890,78,ND,0.013,0.012,43.32,31.59,9,&,16,2.77,130,4.87,3.70,7,7,4,148.24,7.69,0,10,8,3,37.5,0.331,0.332,31.59,2,20,2,0,2,1,0,1,0,1,1,2
avocado,a_vegetable,superordinate,c,h,taxonomic,8,4,,28,ND,0.036,,35.14,0,11,&,16,2.77,130,4.87,3.70,7,7,4,148.24,7.69,0,10,8,3,37.5,0.331,0.332,31.59,2,20,2,0,2,1,0,1,0,1,1,2
avocado,has_seeds,internal_component,e,ci,visual-form_and_surface,7,5,251,21,ND,0.048,0.028,28.74,0,9,&,16,2.77,130,4.87,3.70,7,7,4,148.24,7.69,0,10,8,3,37.5,0.331,0.332,31.59,2,20,2,0,2,1,0,1,0,1,1,2
avocado,used_for_making_guacamole,function,s,f,function,7,5,7,1,D,1.000,1.000,0,0,25,&,16,2.77,130,4.87,3.70,7,7,4,148.24,7.69,0,10,8,3,37.5,0.331,0.332,31.59,2,20,2,0,2,1,0,1,0,1,1,2
avocado,has_a_large_pit,internal_component,e,ci,visual-form_and_surface,6,7,11,2,D,0.500,0.545,0,0,15,&,16,2.77,130,4.87,3.70,7,7,4,148.24,7.69,0,10,8,3,37.5,0.331,0.332,31.59,2,20,2,0,2,1,0,1,0,1,1,2
avocado,is_high_in_fat,internal_component,e,ci,encyclopaedic,6,7,6,1,D,1.000,1.000,0,0,14,&,16,2.77,130,4.87,3.70,7,7,4,148.24,7.69,0,10,8,3,37.5,0.331,0.332,31.59,2,20,2,0,2,1,0,1,0,1,1,2
avocado,tastes_good,internal_surface_property,e,si,taste,6,7,235,33,ND,0.030,0.026,37.69,24.49,11,&,16,2.77,130,4.87,3.70,7,7,4,148.24,7.69,0,10,8,3,37.5,0.331,0.332,31.59,2,20,2,0,2,1,0,1,0,1,1,2
avocado,is_soft,external_surface_property,e,se,tactile,5,10,239,27,ND,0.037,0.021,0,0,7,&,16,2.77,130,4.87,3.70,7,7,4,148.24,7.69,0,10,8,3,37.5,0.331,0.332,31.59,2,20,2,0,2,1,0,1,0,1,1,2
axe,used_for_chopping,function,s,f,function,29,1,37,2,D,0.500,0.784,0,0,17,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,used_for_chopping_wood,function,s,f,function,27,2,27,1,D,1.000,1.000,0,0,22,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,has_a_handle,external_component,e,ce,visual-form_and_surface,23,3,508,42,ND,0.024,0.045,65.34,47.12,12,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,is_sharp,external_surface_property,e,se,tactile,18,4,281,18,ND,0.056,0.064,96.73,86.08,8,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,a_tool,superordinate,c,h,taxonomic,15,5,,18,ND,0.056,,66.92,0,6,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,has_a_wooden_handle,external_component,e,ce,visual-form_and_surface,13,6,67,7,ND,0.143,0.194,107.08,80.77,19,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,used_by_lumberjacks,participant,s,p,function,13,6,13,1,D,1.000,1.000,0,0,19,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,is_heavy,systemic_property,e,sys,tactile,12,8,253,27,ND,0.037,0.047,16.32,16.32,8,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,has_a_blade,external_component,e,ce,visual-form_and_surface,11,9,69,6,ND,0.167,0.159,97.01,75.03,11,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,is_dangerous,systemic_property,e,sys,encyclopaedic,11,9,316,37,ND,0.027,0.035,79.44,46.5,12,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,has_a_head,external_component,e,ce,visual-form_and_surface,9,11,82,7,ND,0.143,0.110,43.87,28.13,10,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,used_for_cutting,function,s,f,function,9,11,122,9,ND,0.111,0.074,81.47,81.47,16,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,used_for_killing,function,s,f,function,8,13,233,20,ND,0.050,0.034,66.77,28.82,16,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,has_a_metal_blade,external_component,e,ce,visual-form_and_surface,6,14,14,2,D,0.500,0.429,0,0,17,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,a_weapon,superordinate,c,h,taxonomic,5,15,,29,ND,0.034,,96.87,0,8,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
axe,used_in_movies/Jason,function,s,f,function,5,15,5,1,D,1.000,1.000,0,0,20,&,25,3.22,1226,7.11,4.60,3,3,1,0.00,0.00,8,16,14,5,35.7,0.340,0.355,245.12,12,33,6,0,5,0,0,0,0,2,1,2
bag,made_of_plastic,made_of,e,m,visual-form_and_surface,22,1,446,51,ND,0.020,0.049,17.38,17.38,15,b,52,3.95,7536,8.93,8.55,3,3,1,0.00,0.00,22,12,12,2,16.7,0.238,0.242,91.14,7,16,3,0,5,1,0,0,0,0,3,0
bag,made_of_paper,made_of,e,m,visual-form_and_surface,14,2,119,10,ND,0.100,0.118,0,0,13,b,52,3.95,7536,8.93,8.55,3,3,1,0.00,0.00,22,12,12,2,16.7,0.238,0.242,91.14,7,16,3,0,5,1,0,0,0,0,3,0
bag,used_for_carrying_things,function,s,f,function,14,2,86,8,ND,0.125,0.163,26.53,26.53,24,b,52,3.95,7536,8.93,8.55,3,3,1,0.00,0.00,22,12,12,2,16.7,0.238,0.242,91.14,7,16,3,0,5,1,0,0,0,0,3,0
bag,has_handles,external_component,e,ce,visual-form_and_surface,12,4,73,7,ND,0.143,0.164,43.68,43.68,11,b,52,3.95,7536,8.93,8.55,3,3,1,0.00,0.00,22,12,12,2,16.7,0.238,0.242,91.14,7,16,3,0,5,1,0,0,0,0,3,0
bag,different_sizes,external_surface_property,e,se,visual-form_and_surface,10,5,135,19,ND,0.053,0.074,0,0,15,b,52,3.95,7536,8.93,8.55,3,3,1,0.00,0.00,22,12,12,2,16.7,0.238,0.242,91.14,7,16,3,0,5,1,0,0,0,0,3,0
bag,is_breakable,systemic_property,e,sys,encyclopaedic,8,6,90,10,ND,0.100,0.089,9.48,9.48,12,b,52,3.95,7536,8.93,8.55,3,3,1,0.00,0.00,22,12,12,2,16.7,0.238,0.242,91.14,7,16,3,0,5,1,0,0,0,0,3,0
bag,different_colours,external_surface_property,e,se,visual-colour,7,7,460,58,ND,0.017,0.015,10.68,10.68,17,b,52,3.95,7536,8.93,8.55,3,3,1,0.00,0.00,22,12,12,2,16.7,0.238,0.242,91.14,7,16,3,0,5,1,0,0,0,0,3,0
bag,used_for_holding_things,function,s,f,function,6,8,161,14,ND,0.071,0.037,30.3,30.3,23,b,52,3.95,7536,8.93,8.55,3,3,1,0.00,0.00,22,12,12,2,16.7,0.238,0.242,91.14,7,16,3,0,5,1,0,0,0,0,3,0
bag,found_in_grocery_stores,location,s,l,encyclopaedic,5,9,5,1,D,1.000,1.000,0,0,23,b,52,3.95,7536,8.93,8.55,3,3,1,0.00,0.00,22,12,12,2,16.7,0.238,0.242,91.14,7,16,3,0,5,1,0,0,0,0,3,0
bag,is_useful,evaluation,i,e,encyclopaedic,5,9,32,6,ND,0.167,0.156,33.55,33.55,9,b,52,3.95,7536,8.93,8.55,3,3,1,0.00,0.00,22,12,12,2,16.7,0.238,0.242,91.14,7,16,3,0,5,1,0,0,0,0,3,0
